user,user_type,candidate_news,candidate_news_type,score,label
22,1,3999,[0 0 0 0 0],0.9450084,0
22,1,3415,[0 0 0 0 0],0.96796876,0
22,1,3435,[0 0 0 0 0],0.926033,0
22,1,2970,[0 0 0 0 0],0.043239415,0
22,1,4000,[0 0 0 0 0],0.99136376,0
22,1,2980,[0 0 0 0 0],0.13835685,0
22,1,2955,[0 0 0 0 0],0.5275067,0
22,1,3406,[0 0 0 0 0],0.004111083,0
22,1,3410,[0 0 0 0 0],0.38374528,0
22,1,4001,[0 0 0 0 0],0.099728905,0
22,1,3036,[0 0 0 0 0],0.82317746,0
22,1,3375,[0 0 0 0 0],0.60076624,0
22,1,2968,[0 0 0 0 0],0.088030145,0
22,1,4002,[0 0 0 0 0],0.8365124,0
22,1,2892,[0 0 0 0 0],0.07958687,0
22,1,3457,[0 0 0 0 0],0.72623795,0
22,1,3411,[0 0 0 0 0],0.8058246,0
22,1,3344,[0 0 0 0 0],0.6269299,0
22,1,3434,[0 0 0 0 0],0.5429517,0
22,1,3437,[0 0 0 0 0],0.29115465,0
22,1,4003,[0 0 0 0 0],0.124415666,0
22,1,4004,[0 0 0 0 0],0.6880126,0
22,1,3414,[0 0 0 0 0],0.04635242,0
22,1,2841,[0 0 0 0 0],0.9648613,0
22,1,2891,[0 0 0 0 0],0.4764914,0
22,1,2981,[0 0 0 0 0],0.21272445,0
22,1,2602,[0 0 0 0 0],0.046460185,0
22,1,3368,[0 0 0 0 0],0.02594152,0
22,1,2872,[0 0 0 0 0],0.98536694,0
22,1,3021,[0 0 0 0 0],0.10810438,0
22,1,2956,[0 0 0 0 0],0.27184153,0
22,1,3459,[0 0 0 0 0],0.9880521,0
22,1,2878,[0 0 0 0 0],0.73848814,0
22,1,2854,[0 0 0 0 0],0.339734,0
22,1,2588,[0 0 0 0 0],0.8706502,0
22,1,2554,[0 0 0 0 0],0.9703221,0
22,1,4005,[0 0 0 0 0],0.95387936,0
22,1,1932,[0 0 0 0 0],0.11619956,0
22,1,3436,[0 0 0 0 0],0.7217088,0
22,1,3393,[0 0 0 0 0],0.99670166,0
22,1,2983,[0 0 0 0 0],0.99301434,0
22,1,4006,[0 0 0 0 0],0.12042521,0
22,1,3689,[0 0 0 0 0],0.14777261,0
22,1,2556,[0 0 0 0 0],0.01218846,0
22,1,2765,[0 0 0 0 0],0.73064953,0
22,1,3394,[0 0 0 0 0],0.19594724,0
22,1,4007,[0 0 0 0 0],0.6121195,0
22,1,2899,[0 0 0 0 0],0.95350856,0
22,1,3442,[0 0 0 0 0],0.7458016,0
22,1,3831,[0 0 0 0 0],0.05730442,0
22,1,4008,[0 0 0 0 0],0.21819867,0
22,1,3693,[0 0 0 0 0],0.014024955,0
22,1,3427,[0 0 0 0 0],0.008771785,0
22,1,3401,[0 0 0 0 0],0.08146604,0
25,1,3108,[0 0 0 0 0],0.5747105,1
25,1,3140,[0 0 0 0 0],0.4264051,0
25,1,2542,[0 0 0 0 0],0.7203204,0
25,1,2603,[0 0 0 0 0],0.3192446,0
25,1,4009,[0 0 0 0 0],0.5448641,0
25,1,2549,[0 0 0 0 0],0.35804927,0
25,1,2619,[0 0 0 0 0],0.63243073,0
25,1,2635,[0 0 0 0 0],0.24513167,0
25,1,2543,[0 0 0 0 0],0.5244474,0
25,1,4010,[0 0 0 0 0],0.9212831,0
52,0,4011,[0 0 0 0 0],0.6799829,1
52,0,3159,[0 0 0 0 0],0.50765175,1
52,0,2809,[0 0 0 0 0],0.28878823,1
52,0,3158,[0 0 0 0 0],0.38176882,0
52,0,4012,[0 0 0 0 0],0.32251573,0
52,0,4013,[0 0 0 0 0],0.28441823,0
52,0,3701,[0 0 0 0 0],0.6168403,0
52,0,3909,[0 0 0 0 0],0.3626219,0
52,0,3702,[0 0 0 0 0],0.22362687,0
52,0,3706,[0 0 0 0 0],0.3684022,0
52,0,3257,[0 0 0 0 0],0.40952793,0
52,0,3588,[0 0 0 0 0],0.44094115,0
52,0,3703,[0 0 0 0 0],0.28488082,0
52,0,3587,[0 0 0 0 0],0.27045956,0
52,0,3696,[0 0 0 0 0],0.39088562,0
52,0,3310,[0 0 0 0 0],0.3799517,0
52,0,3698,[0 0 0 0 0],0.48403773,0
52,0,2599,[0 0 0 0 0],0.49819812,0
52,0,4014,[0 0 0 0 0],0.4496447,0
52,0,3700,[0 0 0 0 0],0.7014289,0
52,0,4015,[0 0 0 0 0],0.4338874,0
52,0,4016,[0 0 0 0 0],0.7036562,0
52,0,3153,[0 0 0 0 0],0.7563171,0
52,0,4017,[0 0 0 0 0],0.5240885,0
52,0,4018,[0 0 0 0 0],0.47223598,0
52,0,784,[0 0 0 0 0],1.0,0
52,0,3154,[0 0 0 0 0],0.46373007,0
52,0,3590,[0 0 0 0 0],0.56718963,0
52,0,3697,[0 0 0 0 0],0.15508007,0
52,0,4019,[0 0 0 0 0],0.28543022,0
52,0,3707,[0 0 0 0 0],0.29558945,0
52,0,3851,[0 0 0 0 0],0.51054025,0
52,0,4020,[0 0 0 0 0],0.35385033,0
52,0,3695,[0 0 0 0 0],0.42104867,0
94,1,4022,[0 0 0 0 0],0.9813464,1
94,1,3698,[0 0 0 0 0],0.07963248,0
94,1,4021,[0 0 0 0 0],0.972637,0
94,1,3162,[0 0 0 0 0],0.34683293,0
94,1,3075,[0 0 0 0 0],0.36784756,0
94,1,3161,[0 0 0 0 0],0.9756588,0
94,1,3575,[0 0 0 0 0],0.96929055,0
94,1,4023,[0 0 0 0 0],0.8659384,0
94,1,4024,[0 0 0 0 0],0.3861532,0
94,1,4025,[0 0 0 0 0],0.337173,0
94,1,2855,[0 0 0 0 0],0.01687824,0
94,1,3155,[0 0 0 0 0],0.99432844,0
94,1,3156,[0 0 0 0 0],0.23474929,0
94,1,3159,[0 0 0 0 0],0.34967798,0
94,1,2834,[0 0 0 0 0],0.9749956,0
94,1,3574,[0 0 0 0 0],0.9228337,0
94,1,4026,[0 0 0 0 0],0.89262515,0
94,1,4027,[0 0 0 0 0],0.055548463,0
94,1,2599,[0 0 0 0 0],0.46088862,0
94,1,4028,[0 0 0 0 0],0.6528718,0
94,1,4029,[0 0 0 0 0],0.5586569,0
89,1,3138,[0 0 0 0 0],0.49258754,1
89,1,3527,[0 0 0 0 0],0.5705461,0
89,1,3756,[0 0 0 0 0],0.41740528,0
89,1,2659,[0 0 0 0 0],0.594292,0
89,1,3599,[0 0 0 0 0],0.46430615,0
89,1,4030,[0 0 0 0 0],0.45869687,0
89,1,2755,[0 0 0 0 0],0.7832499,0
89,1,3525,[0 0 0 0 0],0.5375179,0
89,1,2868,[0 0 0 0 0],0.27646926,0
89,1,3516,[0 0 0 0 0],0.36404452,0
89,1,2806,[0 0 0 0 0],0.6599235,0
89,1,4031,[0 0 0 0 0],0.48855627,0
89,1,4032,[0 0 0 0 0],0.42165387,0
89,1,4033,[0 0 0 0 0],0.54386157,0
89,1,4034,[0 0 0 0 0],0.79528064,0
89,1,3511,[0 0 0 0 0],0.7369226,0
40,1,2803,[0 0 0 0 0],0.5642293,1
40,1,3726,[0 0 0 0 0],0.5462617,0
40,1,2746,[0 0 0 0 0],0.554544,0
40,1,4035,[0 0 0 0 0],0.8685208,0
40,1,2696,[0 0 0 0 0],0.57787114,0
40,1,4036,[0 0 0 0 0],0.772117,0
40,1,4037,[0 0 0 0 0],0.5943076,0
40,1,3297,[0 0 0 0 0],0.8902996,0
40,1,3141,[0 0 0 0 0],0.7050648,0
40,1,4038,[0 0 0 0 0],0.13699362,0
40,1,3614,[0 0 0 0 0],0.49942368,0
40,1,2862,[0 0 0 0 0],0.44199178,0
40,1,4039,[0 0 0 0 0],0.4589854,0
40,1,2657,[0 0 0 0 0],0.7505878,0
40,1,2794,[0 0 0 0 0],0.5902269,0
40,1,2788,[0 0 0 0 0],0.14911495,0
40,1,2714,[0 0 0 0 0],0.43857563,0
40,1,2664,[0 0 0 0 0],0.6456424,0
40,1,2661,[0 0 0 0 0],0.63091874,0
40,1,2759,[0 0 0 0 0],0.30586576,0
40,1,3336,[0 0 0 0 0],0.36077806,0
40,1,2943,[0 0 0 0 0],0.565501,0
40,1,3560,[0 0 0 0 0],0.59177625,0
40,1,1459,[0 0 0 0 0],1.0,0
40,1,2658,[0 0 0 0 0],0.8950148,0
40,1,2775,[0 0 0 0 0],0.22685172,0
40,1,4040,[0 0 0 0 0],0.16482317,0
40,1,2691,[0 0 0 0 0],0.76829433,0
40,1,4041,[0 0 0 0 0],0.25915864,0
40,1,689,[0 0 0 0 0],1.0,0
40,1,2704,[0 0 0 0 0],0.3518615,0
40,1,2769,[0 0 0 0 0],0.55682135,0
40,1,2745,[0 0 0 0 0],0.17576455,0
40,1,4042,[0 0 0 0 0],0.8263995,0
40,1,2789,[0 0 0 0 0],0.45175266,0
40,1,1813,[0 0 0 0 0],1.0,0
40,1,2806,[0 0 0 0 0],0.28081813,0
40,1,2717,[0 0 0 0 0],0.29788643,0
40,1,2594,[0 0 0 0 0],0.7395122,0
40,1,4043,[0 0 0 0 0],0.07385205,0
40,1,4044,[0 0 0 0 0],0.73851585,0
40,1,4045,[0 0 0 0 0],0.6060399,0
40,1,4046,[0 0 0 0 0],0.49428165,0
40,1,2669,[0 0 0 0 0],0.54692644,0
40,1,2672,[0 0 0 0 0],0.88553,0
40,1,3192,[0 0 0 0 0],0.25548074,0
40,1,4047,[0 0 0 0 0],0.7117228,0
40,1,3243,[0 0 0 0 0],0.6848421,0
40,1,2675,[0 0 0 0 0],0.87425286,0
40,1,2742,[0 0 0 0 0],0.6222604,0
40,1,3312,[0 0 0 0 0],0.62474126,0
40,1,2819,[0 0 0 0 0],0.46337098,0
40,1,2671,[0 0 0 0 0],0.79572153,0
40,1,3169,[0 0 0 0 0],0.35495213,0
40,1,2797,[0 0 0 0 0],0.81870776,0
40,1,786,[0 0 0 0 0],1.0,0
40,1,3164,[0 0 0 0 0],0.7784173,0
40,1,2817,[0 0 0 0 0],0.6667052,0
40,1,2659,[0 0 0 0 0],0.3163042,0
40,1,2730,[0 0 0 0 0],0.2621009,0
40,1,3138,[0 0 0 0 0],0.6577739,0
40,1,4048,[0 0 0 0 0],0.59371084,0
40,1,4049,[0 0 0 0 0],0.7339596,0
40,1,2668,[0 0 0 0 0],0.3533438,0
40,1,2811,[0 0 0 0 0],0.7161897,0
40,1,2821,[0 0 0 0 0],0.10141458,0
40,1,3886,[0 0 0 0 0],0.7455417,0
40,1,2752,[0 0 0 0 0],0.75360256,0
40,1,2666,[0 0 0 0 0],0.1267117,0
40,1,2716,[0 0 0 0 0],0.24189933,0
40,1,3889,[0 0 0 0 0],0.31836128,0
40,1,2722,[0 0 0 0 0],0.15219568,0
40,1,4050,[0 0 0 0 0],0.74358785,0
40,1,2799,[0 0 0 0 0],0.10577298,0
40,1,4051,[0 0 0 0 0],0.8543845,0
40,1,3286,[0 0 0 0 0],0.7286089,0
40,1,3879,[0 0 0 0 0],0.6005952,0
40,1,2770,[0 0 0 0 0],0.30469415,0
40,1,2711,[0 0 0 0 0],0.47469765,0
40,1,3281,[0 0 0 0 0],0.50882506,0
40,1,3309,[0 0 0 0 0],0.23750833,0
40,1,4052,[0 0 0 0 0],0.29192442,0
40,1,3803,[0 0 0 0 0],0.5589448,0
40,1,3155,[0 0 0 0 0],0.28318274,0
40,1,3865,[0 0 0 0 0],0.13921225,0
40,1,3006,[0 0 0 0 0],0.611278,0
40,1,2751,[0 0 0 0 0],0.3408403,0
40,1,3013,[0 0 0 0 0],0.1525451,0
40,1,2706,[0 0 0 0 0],0.9713191,0
40,1,3723,[0 0 0 0 0],0.6268879,0
40,1,3812,[0 0 0 0 0],0.19246396,0
40,1,4053,[0 0 0 0 0],0.3471872,0
40,1,4054,[0 0 0 0 0],0.5571711,0
40,1,4055,[0 0 0 0 0],0.44699988,0
40,1,2802,[0 0 0 0 0],0.40986016,0
40,1,2713,[0 0 0 0 0],0.29747602,0
40,1,2734,[0 0 0 0 0],0.7295783,0
40,1,3495,[0 0 0 0 0],0.56195265,0
40,1,4056,[0 0 0 0 0],0.5651147,0
40,1,2744,[0 0 0 0 0],0.077759214,0
40,1,1443,[0 0 0 0 0],1.0,0
40,1,591,[0 0 0 0 0],0.99999964,0
40,1,4057,[0 0 0 0 0],0.68661827,0
40,1,2793,[0 0 0 0 0],0.45266274,0
40,1,2786,[0 0 0 0 0],0.6924014,0
40,1,2814,[0 0 0 0 0],0.22755341,0
40,1,3866,[0 0 0 0 0],0.92927456,0
40,1,2756,[0 0 0 0 0],0.4337081,0
40,1,3900,[0 0 0 0 0],0.45448357,0
40,1,2719,[0 0 0 0 0],0.091567524,0
40,1,3537,[0 0 0 0 0],0.610294,0
40,1,3147,[0 0 0 0 0],0.7815193,0
40,1,3554,[0 0 0 0 0],0.5777643,0
40,1,2685,[0 0 0 0 0],0.07842633,0
40,1,4058,[0 0 0 0 0],0.5874053,0
40,1,3729,[0 0 0 0 0],0.60812896,0
40,1,3878,[0 0 0 0 0],0.91900796,0
40,1,3224,[0 0 0 0 0],0.80760276,0
40,1,2680,[0 0 0 0 0],0.52897483,0
40,1,3604,[0 0 0 0 0],0.55536085,0
40,1,4059,[0 0 0 0 0],0.1566861,0
40,1,2699,[0 0 0 0 0],0.30884576,0
40,1,2748,[0 0 0 0 0],0.4033912,0
40,1,2767,[0 0 0 0 0],0.83380455,0
40,1,2726,[0 0 0 0 0],0.30722833,0
40,1,2737,[0 0 0 0 0],0.5404088,0
40,1,2755,[0 0 0 0 0],0.51019055,0
40,1,2762,[0 0 0 0 0],0.30217227,0
40,1,2708,[0 0 0 0 0],0.51614225,0
40,1,2804,[0 0 0 0 0],0.34061795,0
40,1,4060,[0 0 0 0 0],0.75298756,0
40,1,2764,[0 0 0 0 0],0.67379665,0
40,1,2733,[0 0 0 0 0],0.3041496,0
40,1,2705,[0 0 0 0 0],0.5589501,0
40,1,3890,[0 0 0 0 0],0.08090526,0
40,1,2807,[0 0 0 0 0],0.31639048,0
40,1,2697,[0 0 0 0 0],0.6080406,0
40,1,2760,[0 0 0 0 0],0.19881377,0
40,1,3960,[0 0 0 0 0],0.41045433,0
40,1,3238,[0 0 0 0 0],0.53459287,0
40,1,3330,[0 0 0 0 0],0.30668655,0
40,1,3559,[0 0 0 0 0],0.8510034,0
40,1,4061,[0 0 0 0 0],0.41579947,0
40,1,2703,[0 0 0 0 0],0.3787912,0
40,1,4062,[0 0 0 0 0],0.43166748,0
40,1,3714,[0 0 0 0 0],0.8577409,0
40,1,1552,[0 0 0 0 0],0.5723154,0
40,1,2776,[0 0 0 0 0],0.35976893,0
40,1,2787,[0 0 0 0 0],0.7232694,0
40,1,3541,[0 0 0 0 0],0.5743487,0
40,1,2986,[0 0 0 0 0],0.77393764,0
40,1,2768,[0 0 0 0 0],0.9461656,0
40,1,3184,[0 0 0 0 0],0.74802125,0
40,1,584,[0 0 0 0 0],0.99999774,0
40,1,3180,[0 0 0 0 0],0.523728,0
40,1,4063,[0 0 0 0 0],0.15049025,0
40,1,3735,[0 0 0 0 0],0.8202766,0
40,1,3861,[0 0 0 0 0],0.76924837,0
40,1,2540,[0 0 0 0 0],0.82989633,0
40,1,3518,[0 0 0 0 0],0.20934792,0
40,1,3553,[0 0 0 0 0],0.47896236,0
40,1,4064,[0 0 0 0 0],0.27013683,0
40,1,2808,[0 0 0 0 0],0.43165943,0
40,1,2678,[0 0 0 0 0],0.858648,0
40,1,2693,[0 0 0 0 0],0.5620663,0
40,1,2779,[0 0 0 0 0],0.1765481,0
40,1,4065,[0 0 0 0 0],0.43759683,0
40,1,1186,[0 0 0 0 0],0.96894103,0
40,1,4066,[0 0 0 0 0],0.18784282,0
40,1,2739,[0 0 0 0 0],0.6416744,0
40,1,2628,[0 0 0 0 0],0.21803825,0
40,1,3613,[0 0 0 0 0],0.47097567,0
40,1,2777,[0 0 0 0 0],0.69849145,0
40,1,4067,[0 0 0 0 0],0.4823965,0
40,1,2753,[0 0 0 0 0],0.4963288,0
40,1,2698,[0 0 0 0 0],0.785791,0
40,1,1783,[0 0 0 0 0],1.0,0
40,1,3814,[0 0 0 0 0],0.78946817,0
40,1,3062,[0 0 0 0 0],0.15143068,0
40,1,4068,[0 0 0 0 0],0.399131,0
40,1,2728,[0 0 0 0 0],0.22226709,0
40,1,3078,[0 0 0 0 0],0.45719218,0
40,1,3316,[0 0 0 0 0],0.7483336,0
40,1,2725,[0 0 0 0 0],0.14173353,0
40,1,4069,[0 0 0 0 0],0.7063266,0
40,1,2677,[0 0 0 0 0],0.13182177,0
40,1,3813,[0 0 0 0 0],0.7481924,0
40,1,4070,[0 0 0 0 0],0.7238213,0
40,1,3376,[0 0 0 0 0],0.622883,0
40,1,4071,[0 0 0 0 0],0.4786011,0
40,1,3230,[0 0 0 0 0],0.18350786,0
40,1,2710,[0 0 0 0 0],0.16343184,0
40,1,2830,[0 0 0 0 0],0.72953296,0
40,1,3341,[0 0 0 0 0],0.6730547,0
40,1,4072,[0 0 0 0 0],0.7144096,0
40,1,2763,[0 0 0 0 0],0.24066429,0
40,1,4073,[0 0 0 0 0],0.09601239,0
40,1,3073,[0 0 0 0 0],0.37706855,0
40,1,2780,[0 0 0 0 0],0.2455896,0
40,1,3557,[0 0 0 0 0],0.2926952,0
40,1,2687,[0 0 0 0 0],0.045030233,0
40,1,2801,[0 0 0 0 0],0.63587606,0
40,1,3131,[0 0 0 0 0],0.96440744,0
40,1,2665,[0 0 0 0 0],0.6786332,0
40,1,3210,[0 0 0 0 0],0.6173968,0
40,1,2663,[0 0 0 0 0],0.49816623,0
40,1,4074,[0 0 0 0 0],0.5184828,0
40,1,4075,[0 0 0 0 0],0.17938322,0
40,1,3232,[0 0 0 0 0],0.57108337,0
40,1,4076,[0 0 0 0 0],0.7040518,0
40,1,2727,[0 0 0 0 0],0.859126,0
40,1,2709,[0 0 0 0 0],0.44515312,0
40,1,3068,[0 0 0 0 0],0.2823037,0
40,1,3733,[0 0 0 0 0],0.5781133,0
40,1,4077,[0 0 0 0 0],0.67403597,0
50,1,3075,[0 0 0 0 0],0.4816725,1
50,1,3071,[0 0 0 0 0],0.9751448,0
50,1,3069,[0 0 0 0 0],0.5463629,0
50,1,3194,[0 0 0 0 0],0.4209484,0
50,1,3070,[0 0 0 0 0],0.9954139,0
50,1,2767,[0 0 0 0 0],0.7464592,0
50,1,2802,[0 0 0 0 0],0.4446898,0
50,1,3047,[0 0 0 0 0],0.91005003,0
50,1,3065,[0 0 0 0 0],0.052533247,0
50,1,3062,[0 0 0 0 0],0.64682454,0
50,1,2703,[0 0 0 0 0],0.1079731,0
50,1,3076,[0 0 0 0 0],0.8727716,0
50,1,2763,[0 0 0 0 0],0.86938304,0
50,1,3239,[0 0 0 0 0],0.047049507,0
50,1,3150,[0 0 0 0 0],0.49471253,0
50,1,2663,[0 0 0 0 0],0.0059728283,0
50,1,2727,[0 0 0 0 0],0.39364633,0
50,1,1932,[0 0 0 0 0],0.93048316,0
50,1,3298,[0 0 0 0 0],0.9578387,0
50,1,2590,[0 0 0 0 0],0.016669307,0
50,1,2731,[0 0 0 0 0],0.34447363,0
50,1,3056,[0 0 0 0 0],0.6389311,0
50,1,2589,[0 0 0 0 0],0.2839812,0
50,1,829,[0 0 0 0 0],1.0,0
50,1,3244,[0 0 0 0 0],0.014388941,0
50,1,1509,[0 0 0 0 0],1.0,0
50,1,2541,[0 0 0 0 0],0.92473036,0
50,1,2675,[0 0 0 0 0],0.1102036,0
50,1,2745,[0 0 0 0 0],0.9233247,0
50,1,714,[0 0 0 0 0],1.0,0
50,1,3302,[0 0 0 0 0],0.94092596,0
50,1,4078,[0 0 0 0 0],0.288818,0
50,1,3866,[0 0 0 0 0],0.8674896,0
50,1,722,[0 0 0 0 0],1.0,0
50,1,843,[0 0 0 0 0],1.0,0
50,1,3067,[0 0 0 0 0],0.48558888,0
50,1,2702,[0 0 0 0 0],0.97213936,0
50,1,2591,[0 0 0 0 0],0.8638198,0
50,1,3058,[0 0 0 0 0],0.15647478,0
50,1,1276,[0 0 0 0 0],1.0,0
50,1,2818,[0 0 0 0 0],0.93354756,0
50,1,3234,[0 0 0 0 0],0.8282001,0
50,1,784,[0 0 0 0 0],1.0,0
50,1,3055,[0 0 0 0 0],0.033682983,0
50,1,2776,[0 0 0 0 0],0.99618345,0
50,1,3203,[0 0 0 0 0],0.9856306,0
50,1,4079,[0 0 0 0 0],0.7697637,0
50,1,3077,[0 0 0 0 0],0.021892797,0
50,1,3063,[0 0 0 0 0],0.002840837,0
50,1,2751,[0 0 0 0 0],0.061125834,0
50,1,3073,[0 0 0 0 0],0.2259639,0
50,1,2769,[0 0 0 0 0],0.96344435,0
50,1,1278,[0 0 0 0 0],1.0,0
50,1,42,[0 0 0 0 0],0.91445726,0
50,1,3307,[0 0 0 0 0],0.938678,0
19,0,2830,[0 0 0 0 0],0.6591178,1
19,0,2770,[0 0 0 0 0],0.39391124,0
19,0,2540,[0 0 0 0 0],0.30788636,0
19,0,2694,[0 0 0 0 0],0.416344,0
19,0,2811,[0 0 0 0 0],0.6986934,0
19,0,2754,[0 0 0 0 0],0.34198788,0
19,0,2816,[0 0 0 0 0],0.32656312,0
19,0,2678,[0 0 0 0 0],0.6387334,0
19,0,2721,[0 0 0 0 0],0.84603083,0
34,0,3932,[0 0 0 0 0],0.6155419,1
34,0,1562,[0 0 0 0 0],0.5439607,0
34,0,3908,[0 0 0 0 0],0.41678995,0
34,0,3445,[0 0 0 0 0],0.46084285,0
34,0,3582,[0 0 0 0 0],0.61736184,0
34,0,4080,[0 0 0 0 0],0.73458153,0
34,0,3448,[0 0 0 0 0],0.4972702,0
34,0,4081,[0 0 0 0 0],0.2942035,0
34,0,101,[0 0 0 0 0],1.0,0
34,0,2815,[0 0 0 0 0],0.5853988,0
34,0,3447,[0 0 0 0 0],0.49835426,0
34,0,2421,[0 0 0 0 0],8.079634e-05,0
34,0,2377,[0 0 0 0 0],1.0,0
34,0,1400,[0 0 0 0 0],0.73559374,0
34,0,3592,[0 0 0 0 0],0.16110805,0
34,0,2417,[0 0 0 0 0],0.00031660468,0
34,0,2225,[0 0 0 0 0],0.98512113,0
34,0,3446,[0 0 0 0 0],0.7826561,0
34,0,3585,[0 0 0 0 0],0.4018085,0
34,0,3586,[0 0 0 0 0],0.6832868,0
34,0,3597,[0 0 0 0 0],0.69996184,0
34,0,3593,[0 0 0 0 0],0.18493558,0
34,0,4082,[0 0 0 0 0],0.66660964,0
34,0,4083,[0 0 0 0 0],0.41984168,0
34,0,3589,[0 0 0 0 0],0.4389962,0
34,0,42,[0 0 0 0 0],0.4090605,0
34,0,3590,[0 0 0 0 0],0.25323957,0
34,0,4084,[0 0 0 0 0],0.6087784,0
35,1,3985,[0 0 0 0 0],0.62432826,1
35,1,3395,[0 0 0 0 0],0.8855183,0
35,1,3678,[0 0 0 0 0],0.46784678,0
35,1,3634,[0 0 0 0 0],0.80798614,0
35,1,4085,[0 0 0 0 0],0.8922104,0
95,1,2546,[0 0 0 0 0],0.51261747,1
95,1,2551,[0 0 0 0 0],0.44522062,0
95,1,2650,[0 0 0 0 0],0.21301475,0
28,1,3037,[0 0 0 0 0],0.28422195,1
28,1,3807,[0 0 0 0 0],0.6403602,0
28,1,2898,[0 0 0 0 0],0.7642119,0
28,1,3484,[0 0 0 0 0],0.07312349,0
28,1,3337,[0 0 0 0 0],0.3352171,0
28,1,4086,[0 0 0 0 0],0.49280122,0
63,1,2541,[0 0 0 0 0],0.50794786,1
63,1,2694,[0 0 0 0 0],0.50910896,0
63,1,2540,[0 0 0 0 0],0.41371524,0
63,1,2816,[0 0 0 0 0],0.49989608,0
77,0,2826,[0 0 0 0 0],0.29782122,1
77,0,2827,[0 0 0 0 0],0.51288825,0
77,0,2828,[0 0 0 0 0],0.7599333,0
77,0,3035,[0 0 0 0 0],0.33070016,0
77,0,3034,[0 0 0 0 0],0.6629283,0
77,0,2829,[0 0 0 0 0],0.6955695,0
