user,user_type,candidate_news,candidate_news_type,score,label
22,1,2576,[0 0 0 0 0],1.0,0
22,1,3420,[0 0 0 0 0],0.99999523,0
22,1,2912,[0 0 0 0 0],1.0,0
22,1,2950,[0 0 0 0 0],3.9236736e-05,0
22,1,3438,[0 0 0 0 0],0.9999738,0
22,1,3397,[0 0 0 0 0],0.99999774,0
22,1,3648,[0 0 0 0 0],0.9994838,0
22,1,3997,[0 0 0 0 0],1.0,0
22,1,3998,[0 0 0 0 0],0.0067941165,0
22,1,3419,[0 0 0 0 0],0.058780193,0
22,1,3417,[0 0 0 0 0],0.99939954,0
22,1,2992,[0 0 0 0 0],0.9995153,0
22,1,2831,[0 0 0 0 0],1.0,0
22,1,3031,[0 0 0 0 0],0.99996424,0
22,1,2574,[0 0 0 0 0],1.0,0
22,1,2582,[0 0 0 0 0],4.828938e-05,0
22,1,3409,[0 0 0 0 0],0.99998593,0
22,1,2832,[0 0 0 0 0],1.0,0
22,1,2977,[0 0 0 0 0],5.7537523e-05,0
22,1,2858,[0 0 0 0 0],1.0,0
22,1,2636,[0 0 0 0 0],0.91619116,0
22,1,2940,[0 0 0 0 0],1.0,0
22,1,2990,[0 0 0 0 0],0.9999709,0
22,1,2610,[0 0 0 0 0],0.9119097,0
22,1,3423,[0 0 0 0 0],0.99998915,0
22,1,3999,[0 0 0 0 0],1.0,0
22,1,3415,[0 0 0 0 0],0.8292905,0
22,1,3435,[0 0 0 0 0],6.151706e-05,0
22,1,2970,[0 0 0 0 0],0.9999639,0
22,1,4000,[0 0 0 0 0],1.0,0
22,1,2980,[0 0 0 0 0],1.0,0
22,1,2955,[0 0 0 0 0],1.0,0
22,1,3406,[0 0 0 0 0],0.005967871,0
22,1,3410,[0 0 0 0 0],0.9559014,0
22,1,4001,[0 0 0 0 0],0.99737996,0
22,1,3036,[0 0 0 0 0],0.05824994,0
22,1,3375,[0 0 0 0 0],1.0,0
22,1,2968,[0 0 0 0 0],1.0,0
22,1,4002,[0 0 0 0 0],0.0009594927,0
22,1,2892,[0 0 0 0 0],0.28973442,0
22,1,3457,[0 0 0 0 0],0.9998274,0
22,1,3411,[0 0 0 0 0],1.0,0
22,1,3344,[0 0 0 0 0],1.0,0
22,1,3434,[0 0 0 0 0],1.0,0
22,1,3437,[0 0 0 0 0],0.9999949,0
22,1,4003,[0 0 0 0 0],0.9999999,0
22,1,4004,[0 0 0 0 0],0.107060134,0
22,1,3414,[0 0 0 0 0],0.0048652096,0
22,1,2841,[0 0 0 0 0],0.9456674,0
22,1,2891,[0 0 0 0 0],0.9999956,0
22,1,2981,[0 0 0 0 0],0.99940753,0
22,1,2602,[0 0 0 0 0],0.1239589,0
22,1,3368,[0 0 0 0 0],1.0,0
22,1,2872,[0 0 0 0 0],0.9948144,0
22,1,3021,[0 0 0 0 0],0.9990895,0
22,1,2956,[0 0 0 0 0],0.07965744,0
22,1,3459,[0 0 0 0 0],0.9999999,0
22,1,2878,[0 0 0 0 0],4.0774262e-07,0
22,1,2854,[0 0 0 0 0],1.0,0
22,1,2588,[0 0 0 0 0],9.2902956e-05,0
22,1,2554,[0 0 0 0 0],0.03487116,0
22,1,4005,[0 0 0 0 0],1.0,0
22,1,1932,[0 0 0 0 0],0.9999999,0
22,1,3436,[0 0 0 0 0],1.0,0
22,1,3393,[0 0 0 0 0],0.99999964,0
22,1,2983,[0 0 0 0 0],1.0,0
22,1,4006,[0 0 0 0 0],0.6170528,0
22,1,3689,[0 0 0 0 0],1.0,0
22,1,2556,[0 0 0 0 0],7.5179737e-06,0
22,1,2765,[0 0 0 0 0],1.0,0
22,1,3394,[0 0 0 0 0],0.99967265,0
22,1,4007,[0 0 0 0 0],0.9026335,0
22,1,2899,[0 0 0 0 0],0.00015595202,0
22,1,3442,[0 0 0 0 0],2.0474602e-06,0
22,1,3831,[0 0 0 0 0],0.27705035,0
22,1,4008,[0 0 0 0 0],0.966113,0
22,1,3693,[0 0 0 0 0],1.0,0
22,1,3427,[0 0 0 0 0],0.9991104,0
22,1,3401,[0 0 0 0 0],1.0,0
25,1,3108,[0 0 0 0 0],0.9128458,1
25,1,3140,[0 0 0 0 0],0.7885655,0
25,1,2542,[0 0 0 0 0],5.4917257e-09,0
25,1,2603,[0 0 0 0 0],0.82756495,0
25,1,4009,[0 0 0 0 0],1.0,0
25,1,2549,[0 0 0 0 0],0.9999933,0
25,1,2619,[0 0 0 0 0],0.9435393,0
25,1,2635,[0 0 0 0 0],0.99999356,0
25,1,2543,[0 0 0 0 0],0.001421074,0
25,1,4010,[0 0 0 0 0],1.0,0
52,0,4011,[0 0 0 0 0],0.31130904,1
52,0,3159,[0 0 0 0 0],0.7393391,1
52,0,2809,[0 0 0 0 0],1.0,1
52,0,3158,[0 0 0 0 0],1.0,0
52,0,4012,[0 0 0 0 0],1.0,0
52,0,4013,[0 0 0 0 0],0.9993735,0
52,0,3701,[0 0 0 0 0],0.99999857,0
52,0,3909,[0 0 0 0 0],0.9998753,0
52,0,3702,[0 0 0 0 0],1.0,0
52,0,3706,[0 0 0 0 0],0.9967225,0
52,0,3257,[0 0 0 0 0],0.99943143,0
52,0,3588,[0 0 0 0 0],1.0,0
52,0,3703,[0 0 0 0 0],0.95031756,0
52,0,3587,[0 0 0 0 0],0.22845457,0
52,0,3696,[0 0 0 0 0],1.0,0
52,0,3310,[0 0 0 0 0],0.9999006,0
52,0,3698,[0 0 0 0 0],1.0,0
52,0,2599,[0 0 0 0 0],1.0,0
52,0,4014,[0 0 0 0 0],1.0,0
52,0,3700,[0 0 0 0 0],1.0,0
52,0,4015,[0 0 0 0 0],1.0,0
52,0,4016,[0 0 0 0 0],0.99424064,0
52,0,3153,[0 0 0 0 0],1.0,0
52,0,4017,[0 0 0 0 0],1.0,0
52,0,4018,[0 0 0 0 0],1.0,0
52,0,784,[0 0 0 0 0],1.0,0
52,0,3154,[0 0 0 0 0],0.9031431,0
52,0,3590,[0 0 0 0 0],1.0,0
52,0,3697,[0 0 0 0 0],1.0,0
52,0,4019,[0 0 0 0 0],1.0,0
52,0,3707,[0 0 0 0 0],0.9999777,0
52,0,3851,[0 0 0 0 0],1.0,0
52,0,4020,[0 0 0 0 0],0.93793225,0
52,0,3695,[0 0 0 0 0],0.8428481,0
94,1,4022,[0 0 0 0 0],1.3471046e-07,1
94,1,3698,[0 0 0 0 0],0.99999905,0
94,1,4021,[0 0 0 0 0],1.9028834e-10,0
94,1,3162,[0 0 0 0 0],0.0005419605,0
94,1,3075,[0 0 0 0 0],0.936336,0
94,1,3161,[0 0 0 0 0],0.013264803,0
94,1,3575,[0 0 0 0 0],0.47249004,0
94,1,4023,[0 0 0 0 0],2.2782462e-08,0
94,1,4024,[0 0 0 0 0],3.274908e-05,0
94,1,4025,[0 0 0 0 0],0.6124559,0
94,1,2855,[0 0 0 0 0],1.0,0
94,1,3155,[0 0 0 0 0],0.99307257,0
94,1,3156,[0 0 0 0 0],0.119290106,0
94,1,3159,[0 0 0 0 0],1.4323125e-09,0
94,1,2834,[0 0 0 0 0],1.0,0
94,1,3574,[0 0 0 0 0],0.17616889,0
94,1,4026,[0 0 0 0 0],3.6418613e-09,0
94,1,4027,[0 0 0 0 0],1.0,0
94,1,2599,[0 0 0 0 0],1.0,0
94,1,4028,[0 0 0 0 0],0.3756483,0
94,1,4029,[0 0 0 0 0],4.3595232e-06,0
89,1,3138,[0 0 0 0 0],1.0,1
89,1,3527,[0 0 0 0 0],1.0,0
89,1,3756,[0 0 0 0 0],1.0,0
89,1,2659,[0 0 0 0 0],1.0,0
89,1,3599,[0 0 0 0 0],1.0,0
89,1,4030,[0 0 0 0 0],0.7984975,0
89,1,2755,[0 0 0 0 0],0.9999894,0
89,1,3525,[0 0 0 0 0],0.9998721,0
89,1,2868,[0 0 0 0 0],0.99999464,0
89,1,3516,[0 0 0 0 0],0.993594,0
89,1,2806,[0 0 0 0 0],1.0,0
89,1,4031,[0 0 0 0 0],1.0,0
89,1,4032,[0 0 0 0 0],1.0,0
89,1,4033,[0 0 0 0 0],0.76986,0
89,1,4034,[0 0 0 0 0],0.00023690594,0
89,1,3511,[0 0 0 0 0],1.0,0
40,1,2803,[0 0 0 0 0],1.0,1
40,1,3726,[0 0 0 0 0],0.69585186,0
40,1,2746,[0 0 0 0 0],1.0,0
40,1,4035,[0 0 0 0 0],0.9999964,0
40,1,2696,[0 0 0 0 0],1.0,0
40,1,4036,[0 0 0 0 0],1.0,0
40,1,4037,[0 0 0 0 0],0.97677785,0
40,1,3297,[0 0 0 0 0],0.9597012,0
40,1,3141,[0 0 0 0 0],1.0,0
40,1,4038,[0 0 0 0 0],0.99999976,0
40,1,3614,[0 0 0 0 0],0.9999114,0
40,1,2862,[0 0 0 0 0],1.0,0
40,1,4039,[0 0 0 0 0],1.0,0
40,1,2657,[0 0 0 0 0],1.0,0
40,1,2794,[0 0 0 0 0],0.9894125,0
40,1,2788,[0 0 0 0 0],1.0,0
40,1,2714,[0 0 0 0 0],1.0,0
40,1,2664,[0 0 0 0 0],1.0,0
40,1,2661,[0 0 0 0 0],0.6180661,0
40,1,2759,[0 0 0 0 0],0.99998903,0
40,1,3336,[0 0 0 0 0],1.0,0
40,1,2943,[0 0 0 0 0],0.96186453,0
40,1,3560,[0 0 0 0 0],1.0,0
40,1,1459,[0 0 0 0 0],1.0,0
40,1,2658,[0 0 0 0 0],1.0,0
40,1,2775,[0 0 0 0 0],1.0,0
40,1,4040,[0 0 0 0 0],0.9999975,0
40,1,2691,[0 0 0 0 0],1.0,0
40,1,4041,[0 0 0 0 0],0.95934534,0
40,1,689,[0 0 0 0 0],1.0,0
40,1,2704,[0 0 0 0 0],0.9999999,0
40,1,2769,[0 0 0 0 0],1.0,0
40,1,2745,[0 0 0 0 0],1.0,0
40,1,4042,[0 0 0 0 0],1.0,0
40,1,2789,[0 0 0 0 0],2.5391793e-07,0
40,1,1813,[0 0 0 0 0],1.0,0
40,1,2806,[0 0 0 0 0],1.0,0
40,1,2717,[0 0 0 0 0],1.0,0
40,1,2594,[0 0 0 0 0],0.99996805,0
40,1,4043,[0 0 0 0 0],1.0,0
40,1,4044,[0 0 0 0 0],0.9999999,0
40,1,4045,[0 0 0 0 0],0.0050942227,0
40,1,4046,[0 0 0 0 0],0.9999347,0
40,1,2669,[0 0 0 0 0],1.0,0
40,1,2672,[0 0 0 0 0],0.9407998,0
40,1,3192,[0 0 0 0 0],1.0,0
40,1,4047,[0 0 0 0 0],1.0,0
40,1,3243,[0 0 0 0 0],0.7779161,0
40,1,2675,[0 0 0 0 0],1.0,0
40,1,2742,[0 0 0 0 0],1.0,0
40,1,3312,[0 0 0 0 0],1.0,0
40,1,2819,[0 0 0 0 0],1.0,0
40,1,2671,[0 0 0 0 0],0.9960671,0
40,1,3169,[0 0 0 0 0],0.9085237,0
40,1,2797,[0 0 0 0 0],0.8570231,0
40,1,786,[0 0 0 0 0],4.8623265e-06,0
40,1,3164,[0 0 0 0 0],0.85137016,0
40,1,2817,[0 0 0 0 0],0.9998952,0
40,1,2659,[0 0 0 0 0],1.0,0
40,1,2730,[0 0 0 0 0],1.0,0
40,1,3138,[0 0 0 0 0],1.0,0
40,1,4048,[0 0 0 0 0],1.0,0
40,1,4049,[0 0 0 0 0],0.8131703,0
40,1,2668,[0 0 0 0 0],0.2811681,0
40,1,2811,[0 0 0 0 0],1.0,0
40,1,2821,[0 0 0 0 0],0.9999987,0
40,1,3886,[0 0 0 0 0],1.0,0
40,1,2752,[0 0 0 0 0],2.0187153e-05,0
40,1,2666,[0 0 0 0 0],1.0,0
40,1,2716,[0 0 0 0 0],0.9999943,0
40,1,3889,[0 0 0 0 0],1.0,0
40,1,2722,[0 0 0 0 0],1.0,0
40,1,4050,[0 0 0 0 0],0.980395,0
40,1,2799,[0 0 0 0 0],0.35791942,0
40,1,4051,[0 0 0 0 0],0.99749243,0
40,1,3286,[0 0 0 0 0],0.54889977,0
40,1,3879,[0 0 0 0 0],0.9995828,0
40,1,2770,[0 0 0 0 0],0.9998424,0
40,1,2711,[0 0 0 0 0],1.0,0
40,1,3281,[0 0 0 0 0],0.99999845,0
40,1,3309,[0 0 0 0 0],1.0,0
40,1,4052,[0 0 0 0 0],0.9999999,0
40,1,3803,[0 0 0 0 0],1.0,0
40,1,3155,[0 0 0 0 0],0.99999964,0
40,1,3865,[0 0 0 0 0],0.99894327,0
40,1,3006,[0 0 0 0 0],1.0,0
40,1,2751,[0 0 0 0 0],1.0,0
40,1,3013,[0 0 0 0 0],1.0,0
40,1,2706,[0 0 0 0 0],0.99999917,0
40,1,3723,[0 0 0 0 0],0.99998486,0
40,1,3812,[0 0 0 0 0],1.0,0
40,1,4053,[0 0 0 0 0],0.99999964,0
40,1,4054,[0 0 0 0 0],0.72697675,0
40,1,4055,[0 0 0 0 0],1.0,0
40,1,2802,[0 0 0 0 0],1.0,0
40,1,2713,[0 0 0 0 0],1.0,0
40,1,2734,[0 0 0 0 0],0.027109908,0
40,1,3495,[0 0 0 0 0],0.9706882,0
40,1,4056,[0 0 0 0 0],1.0,0
40,1,2744,[0 0 0 0 0],0.7672599,0
40,1,1443,[0 0 0 0 0],7.663187e-07,0
40,1,591,[0 0 0 0 0],0.9738192,0
40,1,4057,[0 0 0 0 0],0.976074,0
40,1,2793,[0 0 0 0 0],1.0,0
40,1,2786,[0 0 0 0 0],1.0,0
40,1,2814,[0 0 0 0 0],1.0,0
40,1,3866,[0 0 0 0 0],0.99387395,0
40,1,2756,[0 0 0 0 0],0.9792403,0
40,1,3900,[0 0 0 0 0],1.0,0
40,1,2719,[0 0 0 0 0],1.0,0
40,1,3537,[0 0 0 0 0],0.9999777,0
40,1,3147,[0 0 0 0 0],0.9999999,0
40,1,3554,[0 0 0 0 0],1.0,0
40,1,2685,[0 0 0 0 0],0.99999845,0
40,1,4058,[0 0 0 0 0],0.00079581793,0
40,1,3729,[0 0 0 0 0],0.989901,0
40,1,3878,[0 0 0 0 0],0.99997246,0
40,1,3224,[0 0 0 0 0],0.9923429,0
40,1,2680,[0 0 0 0 0],1.0,0
40,1,3604,[0 0 0 0 0],1.0,0
40,1,4059,[0 0 0 0 0],5.1305673e-05,0
40,1,2699,[0 0 0 0 0],1.0,0
40,1,2748,[0 0 0 0 0],0.9999746,0
40,1,2767,[0 0 0 0 0],0.98559856,0
40,1,2726,[0 0 0 0 0],0.99980146,0
40,1,2737,[0 0 0 0 0],0.709075,0
40,1,2755,[0 0 0 0 0],0.9999962,0
40,1,2762,[0 0 0 0 0],0.99609476,0
40,1,2708,[0 0 0 0 0],0.99949646,0
40,1,2804,[0 0 0 0 0],1.0,0
40,1,4060,[0 0 0 0 0],1.0,0
40,1,2764,[0 0 0 0 0],0.9776397,0
40,1,2733,[0 0 0 0 0],1.0,0
40,1,2705,[0 0 0 0 0],0.99999654,0
40,1,3890,[0 0 0 0 0],1.0,0
40,1,2807,[0 0 0 0 0],1.0,0
40,1,2697,[0 0 0 0 0],0.9999933,0
40,1,2760,[0 0 0 0 0],0.98935354,0
40,1,3960,[0 0 0 0 0],0.95209736,0
40,1,3238,[0 0 0 0 0],1.0,0
40,1,3330,[0 0 0 0 0],0.96211076,0
40,1,3559,[0 0 0 0 0],0.99997795,0
40,1,4061,[0 0 0 0 0],0.99914277,0
40,1,2703,[0 0 0 0 0],1.0,0
40,1,4062,[0 0 0 0 0],1.0,0
40,1,3714,[0 0 0 0 0],0.9931657,0
40,1,1552,[0 0 0 0 0],1.0,0
40,1,2776,[0 0 0 0 0],1.0,0
40,1,2787,[0 0 0 0 0],1.0,0
40,1,3541,[0 0 0 0 0],0.088393204,0
40,1,2986,[0 0 0 0 0],1.0,0
40,1,2768,[0 0 0 0 0],0.94785213,0
40,1,3184,[0 0 0 0 0],1.0,0
40,1,584,[0 0 0 0 0],0.9999993,0
40,1,3180,[0 0 0 0 0],0.83313596,0
40,1,4063,[0 0 0 0 0],1.0,0
40,1,3735,[0 0 0 0 0],0.21056394,0
40,1,3861,[0 0 0 0 0],0.19315192,0
40,1,2540,[0 0 0 0 0],0.8922902,0
40,1,3518,[0 0 0 0 0],1.0,0
40,1,3553,[0 0 0 0 0],0.9840406,0
40,1,4064,[0 0 0 0 0],1.0,0
40,1,2808,[0 0 0 0 0],1.0,0
40,1,2678,[0 0 0 0 0],1.0,0
40,1,2693,[0 0 0 0 0],1.0,0
40,1,2779,[0 0 0 0 0],0.9998795,0
40,1,4065,[0 0 0 0 0],0.9999784,0
40,1,1186,[0 0 0 0 0],0.14667729,0
40,1,4066,[0 0 0 0 0],1.0,0
40,1,2739,[0 0 0 0 0],0.9972584,0
40,1,2628,[0 0 0 0 0],1.0,0
40,1,3613,[0 0 0 0 0],0.053629592,0
40,1,2777,[0 0 0 0 0],1.0,0
40,1,4067,[0 0 0 0 0],1.0,0
40,1,2753,[0 0 0 0 0],0.97593075,0
40,1,2698,[0 0 0 0 0],1.0,0
40,1,1783,[0 0 0 0 0],1.0,0
40,1,3814,[0 0 0 0 0],1.0,0
40,1,3062,[0 0 0 0 0],0.13981713,0
40,1,4068,[0 0 0 0 0],0.9873071,0
40,1,2728,[0 0 0 0 0],1.0,0
40,1,3078,[0 0 0 0 0],1.0,0
40,1,3316,[0 0 0 0 0],0.9993249,0
40,1,2725,[0 0 0 0 0],0.86566025,0
40,1,4069,[0 0 0 0 0],1.0,0
40,1,2677,[0 0 0 0 0],0.9999999,0
40,1,3813,[0 0 0 0 0],0.99999714,0
40,1,4070,[0 0 0 0 0],1.0,0
40,1,3376,[0 0 0 0 0],1.0,0
40,1,4071,[0 0 0 0 0],0.7222484,0
40,1,3230,[0 0 0 0 0],0.8231962,0
40,1,2710,[0 0 0 0 0],0.9979448,0
40,1,2830,[0 0 0 0 0],1.0,0
40,1,3341,[0 0 0 0 0],0.9999969,0
40,1,4072,[0 0 0 0 0],1.0,0
40,1,2763,[0 0 0 0 0],1.0,0
40,1,4073,[0 0 0 0 0],0.9988966,0
40,1,3073,[0 0 0 0 0],1.0,0
40,1,2780,[0 0 0 0 0],0.003812324,0
40,1,3557,[0 0 0 0 0],0.9999995,0
40,1,2687,[0 0 0 0 0],0.95498353,0
40,1,2801,[0 0 0 0 0],0.9545765,0
40,1,3131,[0 0 0 0 0],1.0,0
40,1,2665,[0 0 0 0 0],0.9228451,0
40,1,3210,[0 0 0 0 0],0.99954754,0
40,1,2663,[0 0 0 0 0],0.9736597,0
40,1,4074,[0 0 0 0 0],1.0,0
40,1,4075,[0 0 0 0 0],0.8043879,0
40,1,3232,[0 0 0 0 0],0.99999356,0
40,1,4076,[0 0 0 0 0],0.99529654,0
40,1,2727,[0 0 0 0 0],0.9999999,0
40,1,2709,[0 0 0 0 0],1.0,0
40,1,3068,[0 0 0 0 0],0.9922599,0
40,1,3733,[0 0 0 0 0],1.0,0
40,1,4077,[0 0 0 0 0],0.98877585,0
50,1,3075,[0 0 0 0 0],0.9991062,1
50,1,3071,[0 0 0 0 0],1.0,0
50,1,3069,[0 0 0 0 0],3.1233856e-05,0
50,1,3194,[0 0 0 0 0],1.0,0
50,1,3070,[0 0 0 0 0],3.1581696e-10,0
50,1,2767,[0 0 0 0 0],0.12635039,0
50,1,2802,[0 0 0 0 0],0.99999964,0
50,1,3047,[0 0 0 0 0],8.5638196e-05,0
50,1,3065,[0 0 0 0 0],1.002039e-05,0
50,1,3062,[0 0 0 0 0],0.0045976504,0
50,1,2703,[0 0 0 0 0],1.0,0
50,1,3076,[0 0 0 0 0],0.00021528496,0
50,1,2763,[0 0 0 0 0],0.99999774,0
50,1,3239,[0 0 0 0 0],0.0005250854,0
50,1,3150,[0 0 0 0 0],1.0,0
50,1,2663,[0 0 0 0 0],8.997062e-10,0
50,1,2727,[0 0 0 0 0],0.81612766,0
50,1,1932,[0 0 0 0 0],0.99917895,0
50,1,3298,[0 0 0 0 0],1.0055177e-06,0
50,1,2590,[0 0 0 0 0],0.9543448,0
50,1,2731,[0 0 0 0 0],0.99989164,0
50,1,3056,[0 0 0 0 0],1.0,0
50,1,2589,[0 0 0 0 0],2.2313423e-10,0
50,1,829,[0 0 0 0 0],1.0,0
50,1,3244,[0 0 0 0 0],6.227276e-07,0
50,1,1509,[0 0 0 0 0],1.0,0
50,1,2541,[0 0 0 0 0],0.0001057431,0
50,1,2675,[0 0 0 0 0],5.6192577e-05,0
50,1,2745,[0 0 0 0 0],1.0,0
50,1,714,[0 0 0 0 0],0.61426324,0
50,1,3302,[0 0 0 0 0],0.009718291,0
50,1,4078,[0 0 0 0 0],1.0,0
50,1,3866,[0 0 0 0 0],1.785105e-06,0
50,1,722,[0 0 0 0 0],0.7705768,0
50,1,843,[0 0 0 0 0],0.9997118,0
50,1,3067,[0 0 0 0 0],0.99999297,0
50,1,2702,[0 0 0 0 0],6.0398834e-05,0
50,1,2591,[0 0 0 0 0],0.001248116,0
50,1,3058,[0 0 0 0 0],1.1778466e-09,0
50,1,1276,[0 0 0 0 0],0.64182115,0
50,1,2818,[0 0 0 0 0],7.2264483e-10,0
50,1,3234,[0 0 0 0 0],2.55325e-05,0
50,1,784,[0 0 0 0 0],1.0,0
50,1,3055,[0 0 0 0 0],0.6444758,0
50,1,2776,[0 0 0 0 0],1.0,0
50,1,3203,[0 0 0 0 0],3.9703546e-06,0
50,1,4079,[0 0 0 0 0],0.99998784,0
50,1,3077,[0 0 0 0 0],2.0231018e-05,0
50,1,3063,[0 0 0 0 0],0.9999939,0
50,1,2751,[0 0 0 0 0],2.4666528e-05,0
50,1,3073,[0 0 0 0 0],0.0006085862,0
50,1,2769,[0 0 0 0 0],2.279728e-05,0
50,1,1278,[0 0 0 0 0],1.0,0
50,1,42,[0 0 0 0 0],0.06451268,0
50,1,3307,[0 0 0 0 0],0.0004393514,0
19,0,2830,[0 0 0 0 0],1.0,1
19,0,2770,[0 0 0 0 0],0.99973184,0
19,0,2540,[0 0 0 0 0],0.99075186,0
19,0,2694,[0 0 0 0 0],0.7026931,0
19,0,2811,[0 0 0 0 0],1.0,0
19,0,2754,[0 0 0 0 0],0.99999964,0
19,0,2816,[0 0 0 0 0],1.0,0
19,0,2678,[0 0 0 0 0],1.0,0
19,0,2721,[0 0 0 0 0],1.0,0
34,0,3932,[0 0 0 0 0],1.0,1
34,0,1562,[0 0 0 0 0],1.0,0
34,0,3908,[0 0 0 0 0],1.0,0
34,0,3445,[0 0 0 0 0],0.99999976,0
34,0,3582,[0 0 0 0 0],0.9999825,0
34,0,4080,[0 0 0 0 0],1.0,0
34,0,3448,[0 0 0 0 0],1.0,0
34,0,4081,[0 0 0 0 0],1.0,0
34,0,101,[0 0 0 0 0],1.0,0
34,0,2815,[0 0 0 0 0],1.0,0
34,0,3447,[0 0 0 0 0],1.0,0
34,0,2421,[0 0 0 0 0],1.0,0
34,0,2377,[0 0 0 0 0],1.0,0
34,0,1400,[0 0 0 0 0],0.9957099,0
34,0,3592,[0 0 0 0 0],1.0,0
34,0,2417,[0 0 0 0 0],0.98792934,0
34,0,2225,[0 0 0 0 0],0.99781716,0
34,0,3446,[0 0 0 0 0],1.0,0
34,0,3585,[0 0 0 0 0],0.98168486,0
34,0,3586,[0 0 0 0 0],0.64091843,0
34,0,3597,[0 0 0 0 0],1.0,0
34,0,3593,[0 0 0 0 0],1.0,0
34,0,4082,[0 0 0 0 0],1.0,0
34,0,4083,[0 0 0 0 0],1.0,0
34,0,3589,[0 0 0 0 0],0.9975903,0
34,0,42,[0 0 0 0 0],2.2764407e-06,0
34,0,3590,[0 0 0 0 0],1.0,0
34,0,4084,[0 0 0 0 0],1.0,0
35,1,3985,[0 0 0 0 0],7.749634e-05,1
35,1,3395,[0 0 0 0 0],1.6852457e-05,0
35,1,3678,[0 0 0 0 0],1.0,0
35,1,3634,[0 0 0 0 0],1.0,0
35,1,4085,[0 0 0 0 0],9.213123e-11,0
95,1,2546,[0 0 0 0 0],1.0,1
95,1,2551,[0 0 0 0 0],0.99695337,0
95,1,2650,[0 0 0 0 0],0.9993825,0
28,1,3037,[0 0 0 0 0],4.9872065e-06,1
28,1,3807,[0 0 0 0 0],0.31800842,0
28,1,2898,[0 0 0 0 0],1.0,0
28,1,3484,[0 0 0 0 0],1.0,0
28,1,3337,[0 0 0 0 0],0.9999999,0
28,1,4086,[0 0 0 0 0],1.0,0
63,1,2541,[0 0 0 0 0],1.0,1
63,1,2694,[0 0 0 0 0],0.6334844,0
63,1,2540,[0 0 0 0 0],0.9600187,0
63,1,2816,[0 0 0 0 0],1.0,0
77,0,2826,[0 0 0 0 0],1.0,1
77,0,2827,[0 0 0 0 0],1.0,0
77,0,2828,[0 0 0 0 0],1.0,0
77,0,3035,[0 0 0 0 0],1.0,0
77,0,3034,[0 0 0 0 0],0.99959904,0
77,0,2829,[0 0 0 0 0],1.0,0
77,0,3042,[0 0 0 0 0],0.9874746,0
59,0,2872,[0 0 0 0 0],0.999987,1
59,0,2560,[0 0 0 0 0],0.99999964,0
59,0,2992,[0 0 0 0 0],0.99999225,0
59,0,2587,[0 0 0 0 0],0.73511297,0
59,0,2577,[0 0 0 0 0],1.0,0
59,0,2582,[0 0 0 0 0],1.3482849e-06,0
59,0,2940,[0 0 0 0 0],1.0,0
59,0,2574,[0 0 0 0 0],0.4577849,0
59,0,2588,[0 0 0 0 0],0.0019709133,0
